ds,hierarchy_2_code,item_id,y
2021-01-12,101,3906,1.0
2021-01-12,54,945593,2.0
2021-01-12,82,1078620,1.0
2021-01-12,43,17269,3.0
2021-01-12,15,971991,41.0
2021-01-12,72,977410,8.0
2021-01-12,71,440500,29.0
2021-01-12,61,494937,6.0
2021-01-12,15,1394,11.692
2021-01-12,15,376635,4.0
2021-01-13,60,937937,11.0
2021-01-13,82,955764,3.0
2021-01-13,101,3935,0.0
2021-01-13,15,1403,26.0
2021-01-13,82,1138428,0.0
2021-01-13,101,3906,0.0
2021-01-13,54,945593,6.0
2021-01-13,82,1078620,1.0
2021-01-13,43,17269,0.0
2021-01-13,15,971991,35.0
2021-01-13,72,977410,12.0
2021-01-13,71,440500,18.0
2021-01-13,61,494937,4.0
2021-01-13,15,1394,4.27
2021-01-13,15,376635,10.0
2021-01-14,60,937937,16.0
2021-01-14,82,955764,1.0
2021-01-14,101,3935,0.0
2021-01-14,15,1403,17.0
2021-01-14,82,1138428,0.0
2021-01-14,101,3906,0.0
2021-01-14,54,945593,2.0
2021-01-14,82,1078620,1.0
2021-01-14,43,17269,0.0
2021-01-14,15,971991,24.0
2021-01-14,72,977410,0.0
2021-01-14,71,440500,36.0
2021-01-14,61,494937,5.0
2021-01-14,15,1394,9.027
2021-01-14,15,376635,5.0
2021-01-15,60,937937,18.0
2021-01-15,82,955764,2.0
2021-01-15,101,3935,0.0
2021-01-15,15,1403,32.0
2021-01-15,82,1138428,0.0
2021-01-15,101,3906,0.0
2021-01-15,54,945593,8.0
2021-01-15,82,1078620,1.0
2021-01-15,43,17269,0.0
2021-01-15,15,971991,29.0
2021-01-15,72,977410,0.0
2021-01-15,71,440500,28.0
2021-01-15,61,494937,2.0
2021-01-15,15,1394,6.622
2021-01-15,15,376635,4.0
2021-01-16,60,937937,19.0
2021-01-16,82,955764,13.0
2021-01-16,101,3935,0.0
2021-01-16,15,1403,70.0
2021-01-16,82,1138428,0.0
2021-01-16,101,3906,2.0
2021-01-16,54,945593,6.0
2021-01-16,82,1078620,1.0
2021-01-16,43,17269,0.0
2021-01-16,15,971991,53.0
2021-01-16,72,977410,0.0
2021-01-16,71,440500,42.0
2021-01-16,61,494937,5.0
2021-01-16,15,1394,7.74
2021-01-16,15,376635,18.0
2021-01-17,60,937937,7.0
2021-01-17,82,955764,2.0
2021-01-17,101,3935,1.0
2021-01-17,15,1403,1.0
2021-01-17,82,1138428,0.0
2021-01-17,101,3906,1.0
2021-01-17,54,945593,0.0
2021-01-17,82,1078620,0.0
2021-01-17,43,17269,0.0
2021-01-17,15,971991,12.0
2021-01-17,72,977410,0.0
2021-01-17,71,440500,12.0
2021-01-17,61,494937,5.0
2021-01-17,15,1394,3.265
2021-01-17,15,376635,9.0
2021-01-18,60,937937,11.0
2021-01-18,82,955764,1.0
2021-01-18,101,3935,1.0
2021-01-18,15,1403,32.0
2021-01-18,82,1138428,0.0
2021-01-18,101,3906,3.0
2021-01-18,54,945593,4.0
2021-01-18,82,1078620,4.0
2021-01-18,43,17269,2.0
2021-01-18,15,971991,42.0
2021-01-18,72,977410,0.0
2021-01-18,71,440500,24.0
2021-01-18,61,494937,2.0
2021-01-18,15,1394,14.496
2021-01-18,15,376635,11.0
2021-01-19,60,937937,19.0
2021-01-19,82,955764,3.0
2021-01-19,101,3935,2.0
2021-01-19,15,1403,81.0
2021-01-19,82,1138428,0.0
2021-01-19,101,3906,10.0
2021-01-19,54,945593,0.0
2021-01-19,82,1078620,1.0
2021-01-19,43,17269,1.0
2021-01-19,15,971991,34.0
2021-01-19,72,977410,0.0
2021-01-19,71,440500,16.0
2021-01-19,61,494937,7.0
2021-01-19,15,1394,8.030000000000001
2021-01-19,15,376635,12.0
2021-01-20,60,937937,16.0
2021-01-20,82,955764,6.0
2021-01-20,101,3935,0.0
2021-01-20,15,1403,166.0
2021-01-20,82,1138428,0.0
2021-01-20,101,3906,2.0
2021-01-20,54,945593,17.0
2021-01-20,82,1078620,2.0
2021-01-20,43,17269,1.0
2021-01-20,15,971991,42.0
2021-01-20,72,977410,0.0
2021-01-20,71,440500,31.0
2021-01-20,61,494937,4.0
2021-01-20,15,1394,9.609
2021-01-20,15,376635,16.0
2021-01-21,60,937937,12.0
2021-01-21,82,955764,3.0
2021-01-21,101,3935,4.0
2021-01-21,15,1403,117.0
2021-01-21,82,1138428,0.0
2021-01-21,101,3906,2.0
2021-01-21,54,945593,3.0
2021-01-21,82,1078620,0.0
2021-01-21,43,17269,7.0
2021-01-21,15,971991,50.0
2021-01-21,72,977410,0.0
2021-01-21,71,440500,29.0
2021-01-21,61,494937,9.0
2021-01-21,15,1394,7.178
2021-01-21,15,376635,7.0
2021-01-22,60,937937,17.0
2021-01-22,82,955764,1.0
2021-01-22,101,3935,2.0
2021-01-22,15,1403,111.0
2021-01-22,82,1138428,0.0
2021-01-22,101,3906,4.0
2021-01-22,54,945593,4.0
2021-01-22,82,1078620,0.0
2021-01-22,43,17269,1.0
2021-01-22,15,971991,29.0
2021-01-22,72,977410,0.0
2021-01-22,71,440500,33.0
2021-01-22,61,494937,5.0
2021-01-22,15,1394,6.535
2021-01-22,15,376635,10.0
2021-01-23,60,937937,16.0
2021-01-23,82,955764,1.0
2021-01-23,101,3935,1.0
2021-01-23,15,1403,37.0
2021-01-23,82,1138428,0.0
2021-01-23,101,3906,3.0
2021-01-23,54,945593,0.0
2021-01-23,82,1078620,1.0
2021-01-23,43,17269,1.0
2021-01-23,15,971991,39.0
2021-01-23,72,977410,0.0
2021-01-23,71,440500,52.0
2021-01-23,61,494937,6.0
2021-01-23,15,1394,7.41
2021-01-23,15,376635,24.0
2021-01-24,60,937937,9.0
2021-01-24,82,955764,3.0
2021-01-24,101,3935,2.0
2021-01-24,15,1403,54.0
2021-01-24,82,1138428,0.0
2021-01-24,101,3906,0.0
2021-01-24,54,945593,3.0
2021-01-24,82,1078620,0.0
2021-01-24,43,17269,1.0
2021-01-24,15,971991,12.0
2021-01-24,72,977410,0.0
2021-01-24,71,440500,11.0
2021-01-24,61,494937,5.0
2021-01-24,15,1394,3.95
2021-01-24,15,376635,9.0
2021-01-25,60,937937,16.0
2021-01-25,82,955764,5.0
2021-01-25,101,3935,9.0
2021-01-25,15,1403,102.0
2021-01-25,82,1138428,0.0
2021-01-25,101,3906,2.0
2021-01-25,54,945593,10.0
2021-01-25,82,1078620,2.0
2021-01-25,43,17269,2.0
2021-01-25,15,971991,34.0
2021-01-25,72,977410,0.0
2021-01-25,71,440500,25.0
2021-01-25,61,494937,4.0
2021-01-25,15,1394,12.93
2021-01-25,15,376635,8.0
2021-01-26,60,937937,29.0
2021-01-26,82,955764,4.0
2021-01-26,101,3935,2.0
2021-01-26,15,1403,23.0
2021-01-26,82,1138428,0.0
2021-01-26,101,3906,3.0
2021-01-26,54,945593,7.0
2021-01-26,82,1078620,2.0
2021-01-26,43,17269,3.0
2021-01-26,15,971991,33.0
2021-01-26,72,977410,0.0
2021-01-26,71,440500,20.0
2021-01-26,61,494937,13.0
2021-01-26,15,1394,12.271
2021-01-26,15,376635,13.0
2021-01-27,60,937937,51.0
2021-01-27,82,955764,13.0
2021-01-27,101,3935,1.0
2021-01-27,15,1403,0.0
2021-01-27,82,1138428,0.0
2021-01-27,101,3906,13.0
2021-01-27,54,945593,0.0
2021-01-27,82,1078620,3.0
2021-01-27,43,17269,3.0
2021-01-27,15,971991,84.0
2021-01-27,72,977410,0.0
2021-01-27,71,440500,86.0
2021-01-27,61,494937,14.0
2021-01-27,15,1394,11.651
2021-01-27,15,376635,8.0
2021-01-28,60,937937,51.0
2021-01-28,82,955764,9.0
2021-01-28,101,3935,0.0
2021-01-28,15,1403,83.0
2021-01-28,82,1138428,0.0
2021-01-28,101,3906,11.0
2021-01-28,54,945593,0.0
2021-01-28,82,1078620,2.0
2021-01-28,43,17269,8.0
2021-01-28,15,971991,71.0
2021-01-28,72,977410,0.0
2021-01-28,71,440500,62.0
2021-01-28,61,494937,7.0
2021-01-28,15,1394,8.31
2021-01-28,15,376635,2.0
2021-01-29,60,937937,29.0
2021-01-29,82,955764,11.0
2021-01-29,101,3935,1.0
2021-01-29,15,1403,223.0
2021-01-29,82,1138428,0.0
2021-01-29,101,3906,9.0
2021-01-29,54,945593,10.0
2021-01-29,82,1078620,5.0
2021-01-29,43,17269,4.0
2021-01-29,15,971991,62.0
2021-01-29,72,977410,8.0
2021-01-29,71,440500,32.0
2021-01-29,61,494937,10.0
2021-01-29,15,1394,10.653
2021-01-29,15,376635,10.0
2021-01-30,60,937937,37.0
2021-01-30,82,955764,13.0
2021-01-30,101,3935,2.0
2021-01-30,15,1403,125.0
2021-01-30,82,1138428,0.0
2021-01-30,101,3906,5.0
2021-01-30,54,945593,14.0
2021-01-30,82,1078620,3.0
2021-01-30,43,17269,3.0
2021-01-30,15,971991,69.0
2021-01-30,72,977410,13.0
2021-01-30,71,440500,40.0
2021-01-30,61,494937,13.0
2021-01-30,15,1394,11.681
2021-01-30,15,376635,16.0
2021-01-31,60,937937,19.0
2021-01-31,82,955764,2.0
2021-01-31,101,3935,1.0
2021-01-31,15,1403,11.0
2021-01-31,82,1138428,0.0
2021-01-31,101,3906,2.0
2021-01-31,54,945593,0.0
2021-01-31,82,1078620,0.0
2021-01-31,43,17269,4.0
2021-01-31,15,971991,10.0
2021-01-31,72,977410,7.0
2021-01-31,71,440500,14.0
2021-01-31,61,494937,1.0
2021-01-31,15,1394,1.52
2021-01-31,15,376635,4.0
2021-02-01,60,937937,22.0
2021-02-01,82,955764,3.0
2021-02-01,101,3935,0.0
2021-02-01,15,1403,10.0
2021-02-01,82,1138428,0.0
2021-02-01,101,3906,3.0
2021-02-01,54,945593,1.0
2021-02-01,82,1078620,0.0
2021-02-01,43,17269,1.0
2021-02-01,15,971991,14.0
2021-02-01,72,977410,8.0
2021-02-01,71,440500,22.0
2021-02-01,61,494937,3.0
2021-02-01,15,1394,10.464
2021-02-01,15,376635,3.0
2021-02-02,60,937937,23.0
2021-02-02,82,955764,1.0
2021-02-02,101,3935,5.0
2021-02-02,15,1403,6.0
2021-02-02,82,1138428,0.0
2021-02-02,101,3906,3.0
2021-02-02,54,945593,8.0
2021-02-02,82,1078620,0.0
2021-02-02,43,17269,0.0
2021-02-02,15,971991,22.0
2021-02-02,72,977410,18.0
2021-02-02,71,440500,30.0
2021-02-02,61,494937,5.0
2021-02-02,15,1394,3.582
2021-02-02,15,376635,7.0
2021-02-03,60,937937,28.0
2021-02-03,82,955764,2.0
2021-02-03,101,3935,1.0
2021-02-03,15,1403,0.0
2021-02-03,82,1138428,0.0
2021-02-03,101,3906,5.0
2021-02-03,54,945593,11.0
2021-02-03,82,1078620,1.0
2021-02-03,43,17269,3.0
2021-02-03,15,971991,22.0
2021-02-03,72,977410,14.0
2021-02-03,71,440500,10.0
2021-02-03,61,494937,2.0
2021-02-03,15,1394,5.726
2021-02-03,15,376635,4.0
2021-02-04,60,937937,26.0
2021-02-04,82,955764,2.0
2021-02-04,101,3935,9.0
2021-02-04,15,1403,112.0
2021-02-04,82,1138428,0.0
2021-02-04,101,3906,3.0
2021-02-04,54,945593,4.0
2021-02-04,82,1078620,0.0
2021-02-04,43,17269,1.0
2021-02-04,15,971991,14.0
2021-02-04,72,977410,5.0
2021-02-04,71,440500,13.0
2021-02-04,61,494937,3.0
2021-02-04,15,1394,3.78
2021-02-04,15,376635,3.0
2021-02-05,60,937937,13.0
2021-02-05,82,955764,0.0
2021-02-05,101,3935,5.0
2021-02-05,15,1403,148.0
2021-02-05,82,1138428,0.0
2021-02-05,101,3906,6.0
2021-02-05,54,945593,1.0
2021-02-05,82,1078620,0.0
2021-02-05,43,17269,1.0
2021-02-05,15,971991,15.0
2021-02-05,72,977410,25.0
2021-02-05,71,440500,35.0
2021-02-05,61,494937,5.0
2021-02-05,15,1394,1.465
2021-02-05,15,376635,6.0
2021-02-06,60,937937,15.0
2021-02-06,82,955764,4.0
2021-02-06,101,3935,0.0
2021-02-06,15,1403,342.0
2021-02-06,82,1138428,0.0
2021-02-06,101,3906,2.0
2021-02-06,54,945593,4.0
2021-02-06,82,1078620,2.0
2021-02-06,43,17269,1.0
2021-02-06,15,971991,34.0
2021-02-06,72,977410,7.0
2021-02-06,71,440500,34.0
2021-02-06,61,494937,4.0
2021-02-06,15,1394,3.11
2021-02-06,15,376635,13.0
2021-02-07,60,937937,7.0
2021-02-07,82,955764,1.0
2021-02-07,101,3935,0.0
2021-02-07,15,1403,212.0
2021-02-07,82,1138428,0.0
2021-02-07,101,3906,0.0
2021-02-07,54,945593,5.0
2021-02-07,82,1078620,0.0
2021-02-07,43,17269,1.0
2021-02-07,15,971991,20.0
2021-02-07,72,977410,0.0
2021-02-07,71,440500,13.0
2021-02-07,61,494937,1.0
2021-02-07,15,1394,5.26
2021-02-07,15,376635,3.0
2021-02-08,60,937937,8.0
2021-02-08,82,955764,1.0
2021-02-08,101,3935,0.0
2021-02-08,15,1403,137.0
2021-02-08,82,1138428,0.0
2021-02-08,101,3906,4.0
2021-02-08,54,945593,0.0
2021-02-08,82,1078620,0.0
2021-02-08,43,17269,1.0
2021-02-08,15,971991,16.0
2021-02-08,72,977410,15.0
2021-02-08,71,440500,7.0
2021-02-08,61,494937,1.0
2021-02-08,15,1394,4.843
2021-02-08,15,376635,5.0
2021-02-09,60,937937,13.0
2021-02-09,82,955764,0.0
2021-02-09,101,3935,3.0
2021-02-09,15,1403,139.0
2021-02-09,82,1138428,0.0
2021-02-09,101,3906,6.0
2021-02-09,54,945593,1.0
2021-02-09,82,1078620,0.0
2021-02-09,43,17269,1.0
2021-02-09,15,971991,25.0
2021-02-09,72,977410,8.0
2021-02-09,71,440500,22.0
2021-02-09,61,494937,2.0
2021-02-09,15,1394,4.309
2021-02-09,15,376635,6.0
2021-02-10,60,937937,17.0
2021-02-10,82,955764,3.0
2021-02-10,101,3935,0.0
2021-02-10,15,1403,86.0
2021-02-10,82,1138428,0.0
2021-02-10,101,3906,1.0
2021-02-10,54,945593,5.0
2021-02-10,82,1078620,0.0
2021-02-10,43,17269,2.0
2021-02-10,15,971991,17.0
2021-02-10,72,977410,28.0
2021-02-10,71,440500,15.0
2021-02-10,61,494937,7.0
2021-02-10,15,1394,8.498
2021-02-10,15,376635,6.0
2021-02-11,60,937937,16.0
2021-02-11,82,955764,1.0
2021-02-11,101,3935,4.0
2021-02-11,15,1403,107.0
2021-02-11,82,1138428,0.0
2021-02-11,101,3906,3.0
2021-02-11,54,945593,3.0
2021-02-11,82,1078620,2.0
2021-02-11,43,17269,0.0
2021-02-11,15,971991,22.0
2021-02-11,72,977410,5.0
2021-02-11,71,440500,23.0
2021-02-11,61,494937,8.0
2021-02-11,15,1394,4.212
2021-02-11,15,376635,7.0
2021-02-12,60,937937,20.0
2021-02-12,82,955764,2.0
2021-02-12,101,3935,3.0
2021-02-12,15,1403,84.0
2021-02-12,82,1138428,0.0
2021-02-12,101,3906,3.0
2021-02-12,54,945593,3.0
2021-02-12,82,1078620,1.0
2021-02-12,43,17269,1.0
2021-02-12,15,971991,29.0
2021-02-12,72,977410,19.0
2021-02-12,71,440500,24.0
2021-02-12,61,494937,5.0
2021-02-12,15,1394,0.0
2021-02-12,15,376635,12.0
2021-02-13,60,937937,13.0
2021-02-13,82,955764,2.0
2021-02-13,101,3935,0.0
2021-02-13,15,1403,222.0
2021-02-13,82,1138428,0.0
2021-02-13,101,3906,3.0
2021-02-13,54,945593,9.0
2021-02-13,82,1078620,2.0
2021-02-13,43,17269,6.0
2021-02-13,15,971991,20.0
2021-02-13,72,977410,0.0
2021-02-13,71,440500,49.0
2021-02-13,61,494937,4.0
2021-02-13,15,1394,0.0
2021-02-13,15,376635,18.0
2021-02-14,60,937937,5.0
2021-02-14,82,955764,4.0
2021-02-14,101,3935,1.0
2021-02-14,15,1403,78.0
2021-02-14,82,1138428,0.0
2021-02-14,101,3906,9.0
2021-02-14,54,945593,0.0
2021-02-14,82,1078620,1.0
2021-02-14,43,17269,5.0
2021-02-14,15,971991,7.0
2021-02-14,72,977410,0.0
2021-02-14,71,440500,19.0
2021-02-14,61,494937,2.0
2021-02-14,15,1394,0.0
2021-02-14,15,376635,12.0
2021-02-15,60,937937,11.0
2021-02-15,82,955764,1.0
2021-02-15,101,3935,1.0
2021-02-15,15,1403,133.0
2021-02-15,82,1138428,0.0
2021-02-15,101,3906,2.0
2021-02-15,54,945593,4.0
2021-02-15,82,1078620,1.0
2021-02-15,43,17269,4.0
2021-02-15,15,971991,14.0
2021-02-15,72,977410,1.0
2021-02-15,71,440500,27.0
2021-02-15,61,494937,1.0
2021-02-15,15,1394,0.0
2021-02-15,15,376635,4.0
2021-02-16,60,937937,20.0
2021-02-16,82,955764,3.0
2021-02-16,101,3935,0.0
2021-02-16,15,1403,67.0
2021-02-16,82,1138428,0.0
2021-02-16,101,3906,15.0
2021-02-16,54,945593,10.0
2021-02-16,82,1078620,0.0
2021-02-16,43,17269,1.0
2021-02-16,15,971991,20.0
2021-02-16,72,977410,9.0
2021-02-16,71,440500,16.0
2021-02-16,61,494937,1.0
2021-02-16,15,1394,0.0
2021-02-16,15,376635,6.0
2021-02-17,60,937937,11.0
2021-02-17,82,955764,2.0
2021-02-17,101,3935,5.0
2021-02-17,15,1403,139.0
2021-02-17,82,1138428,0.0
2021-02-17,101,3906,5.0
2021-02-17,54,945593,7.0
2021-02-17,82,1078620,1.0
2021-02-17,43,17269,1.0
2021-02-17,15,971991,18.0
2021-02-17,72,977410,15.0
2021-02-17,71,440500,26.0
2021-02-17,61,494937,6.0
2021-02-17,15,1394,0.0
2021-02-17,15,376635,8.0
2021-02-18,60,937937,20.0
2021-02-18,82,955764,0.0
2021-02-18,101,3935,2.0
2021-02-18,15,1403,160.0
2021-02-18,82,1138428,0.0
2021-02-18,101,3906,3.0
2021-02-18,54,945593,0.0
2021-02-18,82,1078620,0.0
2021-02-18,43,17269,0.0
2021-02-18,15,971991,22.0
2021-02-18,72,977410,13.0
2021-02-18,71,440500,27.0
2021-02-18,61,494937,4.0
2021-02-18,15,1394,0.0
2021-02-18,15,376635,10.0
2021-02-19,60,937937,19.0
2021-02-19,82,955764,4.0
2021-02-19,101,3935,1.0
2021-02-19,15,1403,142.0
2021-02-19,82,1138428,0.0
2021-02-19,101,3906,6.0
2021-02-19,54,945593,0.0
2021-02-19,82,1078620,1.0
2021-02-19,43,17269,2.0
2021-02-19,15,971991,18.0
2021-02-19,72,977410,38.0
2021-02-19,71,440500,35.0
2021-02-19,61,494937,8.0
2021-02-19,15,1394,0.0
2021-02-19,15,376635,6.0
2021-02-20,60,937937,19.0
2021-02-20,82,955764,2.0
2021-02-20,101,3935,2.0
2021-02-20,15,1403,162.0
2021-02-20,82,1138428,0.0
2021-02-20,101,3906,1.0
2021-02-20,54,945593,0.0
2021-02-20,82,1078620,1.0
2021-02-20,43,17269,2.0
2021-02-20,15,971991,32.0
2021-02-20,72,977410,8.0
2021-02-20,71,440500,37.0
2021-02-20,61,494937,9.0
2021-02-20,15,1394,0.0
2021-02-20,15,376635,15.0
2021-02-21,60,937937,12.0
2021-02-21,82,955764,3.0
2021-02-21,101,3935,5.0
2021-02-21,15,1403,55.0
2021-02-21,82,1138428,0.0
2021-02-21,101,3906,2.0
2021-02-21,54,945593,0.0
2021-02-21,82,1078620,1.0
2021-02-21,43,17269,1.0
2021-02-21,15,971991,7.0
2021-02-21,72,977410,1.0
2021-02-21,71,440500,24.0
2021-02-21,61,494937,4.0
2021-02-21,15,1394,0.0
2021-02-21,15,376635,7.0
2021-02-22,60,937937,5.0
2021-02-22,82,955764,1.0
2021-02-22,101,3935,2.0
2021-02-22,15,1403,85.0
2021-02-22,82,1138428,0.0
2021-02-22,101,3906,0.0
2021-02-22,54,945593,0.0
2021-02-22,82,1078620,0.0
2021-02-22,43,17269,0.0
2021-02-22,15,971991,19.0
2021-02-22,72,977410,13.0
2021-02-22,71,440500,19.0
2021-02-22,61,494937,2.0
2021-02-22,15,1394,0.0
2021-02-22,15,376635,9.0
2021-02-23,60,937937,8.0
2021-02-23,82,955764,1.0
2021-02-23,101,3935,0.0
2021-02-23,15,1403,171.0
2021-02-23,82,1138428,0.0
2021-02-23,101,3906,4.0
2021-02-23,54,945593,8.0
2021-02-23,82,1078620,0.0
2021-02-23,43,17269,5.0
2021-02-23,15,971991,24.0
2021-02-23,72,977410,12.0
2021-02-23,71,440500,17.0
2021-02-23,61,494937,6.0
2021-02-23,15,1394,0.0
2021-02-23,15,376635,5.0
2021-02-24,60,937937,13.0
2021-02-24,82,955764,4.0
2021-02-24,101,3935,1.0
2021-02-24,15,1403,157.0
2021-02-24,82,1138428,0.0
2021-02-24,101,3906,6.0
2021-02-24,54,945593,11.0
2021-02-24,82,1078620,0.0
2021-02-24,43,17269,1.0
2021-02-24,15,971991,16.0
2021-02-24,72,977410,14.0
2021-02-24,71,440500,23.0
2021-02-24,61,494937,1.0
2021-02-24,15,1394,0.0
2021-02-24,15,376635,2.0
2021-02-25,60,937937,13.0
2021-02-25,82,955764,3.0
2021-02-25,101,3935,3.0
2021-02-25,15,1403,98.0
2021-02-25,82,1138428,0.0
2021-02-25,101,3906,6.0
2021-02-25,54,945593,5.0
2021-02-25,82,1078620,2.0
2021-02-25,43,17269,0.0
2021-02-25,15,971991,11.0
2021-02-25,72,977410,2.0
2021-02-25,71,440500,27.0
2021-02-25,61,494937,2.0
2021-02-25,15,1394,0.0
2021-02-25,15,376635,10.0
2021-02-26,60,937937,13.0
2021-02-26,82,955764,7.0
2021-02-26,101,3935,2.0
2021-02-26,15,1403,160.0
2021-02-26,82,1138428,0.0
2021-02-26,101,3906,0.0
2021-02-26,54,945593,12.0
2021-02-26,82,1078620,2.0
2021-02-26,43,17269,2.0
2021-02-26,15,971991,13.0
2021-02-26,72,977410,9.0
2021-02-26,71,440500,33.0
2021-02-26,61,494937,6.0
2021-02-26,15,1394,0.0
2021-02-26,15,376635,4.0
2021-02-27,60,937937,10.0
2021-02-27,82,955764,8.0
2021-02-27,101,3935,0.0
2021-02-27,15,1403,177.0
2021-02-27,82,1138428,0.0
2021-02-27,101,3906,2.0
2021-02-27,54,945593,7.0
2021-02-27,82,1078620,3.0
2021-02-27,43,17269,3.0
2021-02-27,15,971991,31.0
2021-02-27,72,977410,6.0
2021-02-27,71,440500,43.0
2021-02-27,61,494937,3.0
2021-02-27,15,1394,0.0
2021-02-27,15,376635,15.0
2021-02-28,60,937937,10.0
2021-02-28,82,955764,3.0
2021-02-28,101,3935,1.0
2021-02-28,15,1403,79.0
2021-02-28,82,1138428,0.0
2021-02-28,101,3906,4.0
2021-02-28,54,945593,0.0
2021-02-28,82,1078620,1.0
2021-02-28,43,17269,2.0
2021-02-28,15,971991,8.0
2021-02-28,72,977410,3.0
2021-02-28,71,440500,9.0
2021-02-28,61,494937,1.0
2021-02-28,15,1394,0.0
2021-02-28,15,376635,6.0
2021-03-01,60,937937,21.0
2021-03-01,82,955764,6.0
2021-03-01,101,3935,0.0
2021-03-01,15,1403,226.0
2021-03-01,82,1138428,0.0
2021-03-01,101,3906,2.0
2021-03-01,54,945593,3.0
2021-03-01,82,1078620,1.0
2021-03-01,43,17269,5.0
2021-03-01,15,971991,23.0
2021-03-01,72,977410,15.0
2021-03-01,71,440500,31.0
2021-03-01,61,494937,2.0
2021-03-01,15,1394,2.355
2021-03-01,15,376635,8.0
2021-03-02,60,937937,24.0
2021-03-02,82,955764,2.0
2021-03-02,101,3935,2.0
2021-03-02,15,1403,241.0
2021-03-02,82,1138428,0.0
2021-03-02,101,3906,2.0
2021-03-02,54,945593,7.0
2021-03-02,82,1078620,0.0
2021-03-02,43,17269,4.0
2021-03-02,15,971991,23.0
2021-03-02,72,977410,4.0
2021-03-02,71,440500,24.0
2021-03-02,61,494937,9.0
2021-03-02,15,1394,0.0
2021-03-02,15,376635,6.0
2021-03-03,60,937937,22.0
2021-03-03,82,955764,4.0
2021-03-03,101,3935,2.0
2021-03-03,15,1403,82.0
2021-03-03,82,1138428,0.0
2021-03-03,101,3906,3.0
2021-03-03,54,945593,10.0
2021-03-03,82,1078620,1.0
2021-03-03,43,17269,5.0
2021-03-03,15,971991,29.0
2021-03-03,72,977410,8.0
2021-03-03,71,440500,31.0
2021-03-03,61,494937,10.0
2021-03-03,15,1394,0.0
2021-03-03,15,376635,10.0
2021-03-04,60,937937,14.0
2021-03-04,82,955764,3.0
2021-03-04,101,3935,1.0
2021-03-04,15,1403,87.0
2021-03-04,82,1138428,0.0
2021-03-04,101,3906,4.0
2021-03-04,54,945593,6.0
2021-03-04,82,1078620,0.0
2021-03-04,43,17269,9.0
2021-03-04,15,971991,25.0
2021-03-04,72,977410,2.0
2021-03-04,71,440500,33.0
2021-03-04,61,494937,5.0
2021-03-04,15,1394,0.0
2021-03-04,15,376635,4.0
2021-03-05,60,937937,25.0
2021-03-05,82,955764,7.0
2021-03-05,101,3935,5.0
2021-03-05,15,1403,93.0
2021-03-05,82,1138428,0.0
2021-03-05,101,3906,8.0
2021-03-05,54,945593,6.0
2021-03-05,82,1078620,1.0
2021-03-05,43,17269,1.0
2021-03-05,15,971991,32.0
2021-03-05,72,977410,18.0
2021-03-05,71,440500,45.0
2021-03-05,61,494937,5.0
2021-03-05,15,1394,0.0
2021-03-05,15,376635,11.0
2021-03-06,60,937937,28.0
2021-03-06,82,955764,12.0
2021-03-06,101,3935,1.0
2021-03-06,15,1403,127.0
2021-03-06,82,1138428,0.0
2021-03-06,101,3906,3.0
2021-03-06,54,945593,4.0
2021-03-06,82,1078620,0.0
2021-03-06,43,17269,3.0
2021-03-06,15,971991,48.0
2021-03-06,72,977410,19.0
2021-03-06,71,440500,44.0
2021-03-06,61,494937,13.0
2021-03-06,15,1394,0.0
2021-03-06,15,376635,35.0
2021-03-07,60,937937,2.0
2021-03-07,82,955764,0.0
2021-03-07,101,3935,0.0
2021-03-07,15,1403,2.0
2021-03-07,82,1138428,0.0
2021-03-07,101,3906,0.0
2021-03-07,54,945593,0.0
2021-03-07,82,1078620,0.0
2021-03-07,43,17269,1.0
2021-03-07,15,971991,0.0
2021-03-07,72,977410,0.0
2021-03-07,71,440500,2.0
2021-03-07,61,494937,0.0
2021-03-07,15,1394,0.0
2021-03-07,15,376635,0.0
2021-03-08,60,937937,23.0
2021-03-08,82,955764,2.0
2021-03-08,101,3935,1.0
2021-03-08,15,1403,181.0
2021-03-08,82,1138428,0.0
2021-03-08,101,3906,5.0
2021-03-08,54,945593,4.0
2021-03-08,82,1078620,1.0
2021-03-08,43,17269,3.0
2021-03-08,15,971991,40.0
2021-03-08,72,977410,4.0
2021-03-08,71,440500,41.0
2021-03-08,61,494937,2.0
2021-03-08,15,1394,0.0
2021-03-08,15,376635,13.0
2021-03-09,60,937937,10.0
2021-03-09,82,955764,3.0
2021-03-09,101,3935,4.0
2021-03-09,15,1403,14.0
2021-03-09,82,1138428,0.0
2021-03-09,101,3906,11.0
2021-03-09,54,945593,1.0
2021-03-09,82,1078620,1.0
2021-03-09,43,17269,2.0
2021-03-09,15,971991,53.0
2021-03-09,72,977410,10.0
2021-03-09,71,440500,36.0
2021-03-09,61,494937,1.0
2021-03-09,15,1394,0.0
2021-03-09,15,376635,16.0
2021-03-10,60,937937,14.0
2021-03-10,82,955764,0.0
2021-03-10,101,3935,3.0
2021-03-10,15,1403,155.0
2021-03-10,82,1138428,0.0
2021-03-10,101,3906,3.0
2021-03-10,54,945593,7.0
2021-03-10,82,1078620,0.0
2021-03-10,43,17269,4.0
2021-03-10,15,971991,28.0
2021-03-10,72,977410,12.0
2021-03-10,71,440500,33.0
2021-03-10,61,494937,0.0
2021-03-10,15,1394,0.0
2021-03-10,15,376635,10.0
2021-03-11,60,937937,22.0
